record_id,date,customer_segment,acquisition_channel,region,active_users,sessions,feature_adoptions,data_loaded_at,source_system
2026-05-10|Mid-Market|Organic|EMEA,2026-05-10,Mid-Market,Organic,EMEA,465,1069,168,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Mid-Market|Organic|APAC,2026-05-10,Mid-Market,Organic,APAC,370,801,127,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Mid-Market|Paid Search|North America,2026-05-10,Mid-Market,Paid Search,North America,526,1216,189,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Mid-Market|Paid Search|EMEA,2026-05-10,Mid-Market,Paid Search,EMEA,361,804,122,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Mid-Market|Paid Search|APAC,2026-05-10,Mid-Market,Paid Search,APAC,313,721,108,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Mid-Market|Partner|North America,2026-05-10,Mid-Market,Partner,North America,361,815,128,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Mid-Market|Partner|EMEA,2026-05-10,Mid-Market,Partner,EMEA,259,607,94,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Mid-Market|Partner|APAC,2026-05-10,Mid-Market,Partner,APAC,196,428,72,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Enterprise|Organic|North America,2026-05-10,Enterprise,Organic,North America,314,668,150,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Enterprise|Organic|EMEA,2026-05-10,Enterprise,Organic,EMEA,225,501,104,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Enterprise|Organic|APAC,2026-05-10,Enterprise,Organic,APAC,183,393,83,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Enterprise|Paid Search|North America,2026-05-10,Enterprise,Paid Search,North America,254,602,111,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Enterprise|Paid Search|EMEA,2026-05-10,Enterprise,Paid Search,EMEA,178,396,82,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Enterprise|Paid Search|APAC,2026-05-10,Enterprise,Paid Search,APAC,139,326,61,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Enterprise|Partner|North America,2026-05-10,Enterprise,Partner,North America,174,384,79,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Enterprise|Partner|EMEA,2026-05-10,Enterprise,Partner,EMEA,130,285,57,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-10|Enterprise|Partner|APAC,2026-05-10,Enterprise,Partner,APAC,105,249,46,2026-05-11 12:00:00,Synthetic product + billing events
2026-05-11|SMB|Organic|North America,2026-05-11,SMB,Organic,North America,1215,2669,444,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|SMB|Organic|EMEA,2026-05-11,SMB,Organic,EMEA,960,2069,343,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|SMB|Organic|APAC,2026-05-11,SMB,Organic,APAC,727,1591,265,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|SMB|Paid Search|North America,2026-05-11,SMB,Paid Search,North America,1094,2414,375,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|SMB|Paid Search|EMEA,2026-05-11,SMB,Paid Search,EMEA,818,1776,291,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|SMB|Paid Search|APAC,2026-05-11,SMB,Paid Search,APAC,588,1369,213,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|SMB|Partner|North America,2026-05-11,SMB,Partner,North America,677,1521,241,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|SMB|Partner|EMEA,2026-05-11,SMB,Partner,EMEA,484,1076,169,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|SMB|Partner|APAC,2026-05-11,SMB,Partner,APAC,426,922,149,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Mid-Market|Organic|North America,2026-05-11,Mid-Market,Organic,North America,854,2033,307,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Mid-Market|Organic|EMEA,2026-05-11,Mid-Market,Organic,EMEA,627,1428,226,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Mid-Market|Organic|APAC,2026-05-11,Mid-Market,Organic,APAC,486,1115,171,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Mid-Market|Paid Search|North America,2026-05-11,Mid-Market,Paid Search,North America,645,1426,226,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Mid-Market|Paid Search|EMEA,2026-05-11,Mid-Market,Paid Search,EMEA,499,1073,168,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Mid-Market|Paid Search|APAC,2026-05-11,Mid-Market,Paid Search,APAC,378,813,131,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Mid-Market|Partner|North America,2026-05-11,Mid-Market,Partner,North America,456,1049,157,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Mid-Market|Partner|EMEA,2026-05-11,Mid-Market,Partner,EMEA,313,721,110,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Mid-Market|Partner|APAC,2026-05-11,Mid-Market,Partner,APAC,282,665,100,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Enterprise|Organic|North America,2026-05-11,Enterprise,Organic,North America,429,932,204,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Enterprise|Organic|EMEA,2026-05-11,Enterprise,Organic,EMEA,284,655,135,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Enterprise|Organic|APAC,2026-05-11,Enterprise,Organic,APAC,244,541,113,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Enterprise|Paid Search|North America,2026-05-11,Enterprise,Paid Search,North America,316,723,145,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Enterprise|Paid Search|EMEA,2026-05-11,Enterprise,Paid Search,EMEA,247,559,116,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Enterprise|Paid Search|APAC,2026-05-11,Enterprise,Paid Search,APAC,194,422,88,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Enterprise|Partner|North America,2026-05-11,Enterprise,Partner,North America,216,502,102,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Enterprise|Partner|EMEA,2026-05-11,Enterprise,Partner,EMEA,161,359,73,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-11|Enterprise|Partner|APAC,2026-05-11,Enterprise,Partner,APAC,135,305,64,2026-05-12 12:00:00,Synthetic product + billing events
2026-05-12|SMB|Organic|North America,2026-05-12,SMB,Organic,North America,1365,3236,458,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|SMB|Organic|EMEA,2026-05-12,SMB,Organic,EMEA,887,2050,306,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|SMB|Organic|APAC,2026-05-12,SMB,Organic,APAC,787,1823,283,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|SMB|Paid Search|North America,2026-05-12,SMB,Paid Search,North America,1100,2378,378,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|SMB|Paid Search|EMEA,2026-05-12,SMB,Paid Search,EMEA,749,1600,272,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|SMB|Paid Search|APAC,2026-05-12,SMB,Paid Search,APAC,616,1362,213,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|SMB|Partner|North America,2026-05-12,SMB,Partner,North America,727,1592,247,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|SMB|Partner|EMEA,2026-05-12,SMB,Partner,EMEA,518,1140,177,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|SMB|Partner|APAC,2026-05-12,SMB,Partner,APAC,403,935,140,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Mid-Market|Organic|North America,2026-05-12,Mid-Market,Organic,North America,862,1856,304,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Mid-Market|Organic|EMEA,2026-05-12,Mid-Market,Organic,EMEA,615,1449,222,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Mid-Market|Organic|APAC,2026-05-12,Mid-Market,Organic,APAC,489,1127,166,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Mid-Market|Paid Search|North America,2026-05-12,Mid-Market,Paid Search,North America,682,1623,230,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Mid-Market|Paid Search|EMEA,2026-05-12,Mid-Market,Paid Search,EMEA,488,1092,164,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Mid-Market|Paid Search|APAC,2026-05-12,Mid-Market,Paid Search,APAC,419,900,152,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Mid-Market|Partner|North America,2026-05-12,Mid-Market,Partner,North America,461,1078,160,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Mid-Market|Partner|EMEA,2026-05-12,Mid-Market,Partner,EMEA,342,814,124,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Mid-Market|Partner|APAC,2026-05-12,Mid-Market,Partner,APAC,250,568,88,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Enterprise|Organic|North America,2026-05-12,Enterprise,Organic,North America,431,942,200,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Enterprise|Organic|EMEA,2026-05-12,Enterprise,Organic,EMEA,311,699,143,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Enterprise|Organic|APAC,2026-05-12,Enterprise,Organic,APAC,236,501,108,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Enterprise|Paid Search|North America,2026-05-12,Enterprise,Paid Search,North America,350,815,160,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Enterprise|Paid Search|EMEA,2026-05-12,Enterprise,Paid Search,EMEA,241,531,116,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Enterprise|Paid Search|APAC,2026-05-12,Enterprise,Paid Search,APAC,208,470,96,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Enterprise|Partner|North America,2026-05-12,Enterprise,Partner,North America,235,514,109,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Enterprise|Partner|EMEA,2026-05-12,Enterprise,Partner,EMEA,161,383,71,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-12|Enterprise|Partner|APAC,2026-05-12,Enterprise,Partner,APAC,140,322,65,2026-05-13 12:00:00,Synthetic product + billing events
2026-05-13|SMB|Organic|North America,2026-05-13,SMB,Organic,North America,1220,2698,408,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|SMB|Organic|EMEA,2026-05-13,SMB,Organic,EMEA,919,2049,320,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|SMB|Organic|APAC,2026-05-13,SMB,Organic,APAC,791,1861,279,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|SMB|Paid Search|North America,2026-05-13,SMB,Paid Search,North America,1062,2293,383,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|SMB|Paid Search|EMEA,2026-05-13,SMB,Paid Search,EMEA,790,1705,265,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|SMB|Paid Search|APAC,2026-05-13,SMB,Paid Search,APAC,661,1526,234,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|SMB|Partner|North America,2026-05-13,SMB,Partner,North America,707,1567,253,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|SMB|Partner|EMEA,2026-05-13,SMB,Partner,EMEA,488,1044,171,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|SMB|Partner|APAC,2026-05-13,SMB,Partner,APAC,420,927,141,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Mid-Market|Organic|North America,2026-05-13,Mid-Market,Organic,North America,880,2020,294,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Mid-Market|Organic|EMEA,2026-05-13,Mid-Market,Organic,EMEA,561,1210,194,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Mid-Market|Organic|APAC,2026-05-13,Mid-Market,Organic,APAC,475,1096,165,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Mid-Market|Paid Search|North America,2026-05-13,Mid-Market,Paid Search,North America,687,1510,237,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Mid-Market|Paid Search|EMEA,2026-05-13,Mid-Market,Paid Search,EMEA,498,1076,168,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Mid-Market|Paid Search|APAC,2026-05-13,Mid-Market,Paid Search,APAC,376,842,129,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Mid-Market|Partner|North America,2026-05-13,Mid-Market,Partner,North America,468,1048,165,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Mid-Market|Partner|EMEA,2026-05-13,Mid-Market,Partner,EMEA,349,763,118,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Mid-Market|Partner|APAC,2026-05-13,Mid-Market,Partner,APAC,268,618,89,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Enterprise|Organic|North America,2026-05-13,Enterprise,Organic,North America,426,1015,202,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Enterprise|Organic|EMEA,2026-05-13,Enterprise,Organic,EMEA,308,733,136,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Enterprise|Organic|APAC,2026-05-13,Enterprise,Organic,APAC,257,579,124,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Enterprise|Paid Search|North America,2026-05-13,Enterprise,Paid Search,North America,323,745,155,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Enterprise|Paid Search|EMEA,2026-05-13,Enterprise,Paid Search,EMEA,242,525,113,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Enterprise|Paid Search|APAC,2026-05-13,Enterprise,Paid Search,APAC,208,440,99,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Enterprise|Partner|North America,2026-05-13,Enterprise,Partner,North America,222,519,102,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Enterprise|Partner|EMEA,2026-05-13,Enterprise,Partner,EMEA,168,384,76,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-13|Enterprise|Partner|APAC,2026-05-13,Enterprise,Partner,APAC,134,284,63,2026-05-14 12:00:00,Synthetic product + billing events
2026-05-14|SMB|Organic|North America,2026-05-14,SMB,Organic,North America,1263,2950,441,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|SMB|Organic|EMEA,2026-05-14,SMB,Organic,EMEA,997,2170,338,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|SMB|Organic|APAC,2026-05-14,SMB,Organic,APAC,814,1770,282,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|SMB|Paid Search|North America,2026-05-14,SMB,Paid Search,North America,1127,2407,404,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|SMB|Paid Search|EMEA,2026-05-14,SMB,Paid Search,EMEA,730,1611,260,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|SMB|Paid Search|APAC,2026-05-14,SMB,Paid Search,APAC,665,1513,239,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|SMB|Partner|North America,2026-05-14,SMB,Partner,North America,727,1727,243,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|SMB|Partner|EMEA,2026-05-14,SMB,Partner,EMEA,497,1165,170,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|SMB|Partner|APAC,2026-05-14,SMB,Partner,APAC,403,863,137,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Mid-Market|Organic|North America,2026-05-14,Mid-Market,Organic,North America,790,1856,264,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Mid-Market|Organic|EMEA,2026-05-14,Mid-Market,Organic,EMEA,608,1295,206,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Mid-Market|Organic|APAC,2026-05-14,Mid-Market,Organic,APAC,480,1069,165,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Mid-Market|Paid Search|North America,2026-05-14,Mid-Market,Paid Search,North America,651,1425,218,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Mid-Market|Paid Search|EMEA,2026-05-14,Mid-Market,Paid Search,EMEA,498,1088,171,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Mid-Market|Paid Search|APAC,2026-05-14,Mid-Market,Paid Search,APAC,417,908,142,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Mid-Market|Partner|North America,2026-05-14,Mid-Market,Partner,North America,431,1021,146,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Mid-Market|Partner|EMEA,2026-05-14,Mid-Market,Partner,EMEA,347,792,119,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Mid-Market|Partner|APAC,2026-05-14,Mid-Market,Partner,APAC,257,599,93,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Enterprise|Organic|North America,2026-05-14,Enterprise,Organic,North America,408,867,196,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Enterprise|Organic|EMEA,2026-05-14,Enterprise,Organic,EMEA,295,675,132,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Enterprise|Organic|APAC,2026-05-14,Enterprise,Organic,APAC,241,558,116,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Enterprise|Paid Search|North America,2026-05-14,Enterprise,Paid Search,North America,322,740,152,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Enterprise|Paid Search|EMEA,2026-05-14,Enterprise,Paid Search,EMEA,250,529,119,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Enterprise|Paid Search|APAC,2026-05-14,Enterprise,Paid Search,APAC,187,422,90,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Enterprise|Partner|North America,2026-05-14,Enterprise,Partner,North America,220,506,105,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Enterprise|Partner|EMEA,2026-05-14,Enterprise,Partner,EMEA,168,397,75,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-14|Enterprise|Partner|APAC,2026-05-14,Enterprise,Partner,APAC,139,323,66,2026-05-15 12:00:00,Synthetic product + billing events
2026-05-15|SMB|Organic|North America,2026-05-15,SMB,Organic,North America,1359,2960,480,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|SMB|Organic|EMEA,2026-05-15,SMB,Organic,EMEA,909,2055,309,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|SMB|Organic|APAC,2026-05-15,SMB,Organic,APAC,754,1636,276,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|SMB|Paid Search|North America,2026-05-15,SMB,Paid Search,North America,1034,2441,358,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|SMB|Paid Search|EMEA,2026-05-15,SMB,Paid Search,EMEA,741,1753,259,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|SMB|Paid Search|APAC,2026-05-15,SMB,Paid Search,APAC,646,1382,223,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|SMB|Partner|North America,2026-05-15,SMB,Partner,North America,707,1613,258,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|SMB|Partner|EMEA,2026-05-15,SMB,Partner,EMEA,547,1165,196,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|SMB|Partner|APAC,2026-05-15,SMB,Partner,APAC,407,945,139,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Mid-Market|Organic|North America,2026-05-15,Mid-Market,Organic,North America,821,1938,289,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Mid-Market|Organic|EMEA,2026-05-15,Mid-Market,Organic,EMEA,636,1467,219,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Mid-Market|Organic|APAC,2026-05-15,Mid-Market,Organic,APAC,478,1026,165,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Mid-Market|Paid Search|North America,2026-05-15,Mid-Market,Paid Search,North America,642,1505,229,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Mid-Market|Paid Search|EMEA,2026-05-15,Mid-Market,Paid Search,EMEA,478,1036,162,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Mid-Market|Paid Search|APAC,2026-05-15,Mid-Market,Paid Search,APAC,418,886,140,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Mid-Market|Partner|North America,2026-05-15,Mid-Market,Partner,North America,464,988,162,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Mid-Market|Partner|EMEA,2026-05-15,Mid-Market,Partner,EMEA,324,772,113,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Mid-Market|Partner|APAC,2026-05-15,Mid-Market,Partner,APAC,284,625,104,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Enterprise|Organic|North America,2026-05-15,Enterprise,Organic,North America,439,970,206,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Enterprise|Organic|EMEA,2026-05-15,Enterprise,Organic,EMEA,298,687,130,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Enterprise|Organic|APAC,2026-05-15,Enterprise,Organic,APAC,235,555,103,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Enterprise|Paid Search|North America,2026-05-15,Enterprise,Paid Search,North America,352,770,168,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Enterprise|Paid Search|EMEA,2026-05-15,Enterprise,Paid Search,EMEA,249,530,115,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Enterprise|Paid Search|APAC,2026-05-15,Enterprise,Paid Search,APAC,209,471,94,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Enterprise|Partner|North America,2026-05-15,Enterprise,Partner,North America,232,529,110,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Enterprise|Partner|EMEA,2026-05-15,Enterprise,Partner,EMEA,168,378,75,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-15|Enterprise|Partner|APAC,2026-05-15,Enterprise,Partner,APAC,137,292,62,2026-05-16 12:00:00,Synthetic product + billing events
2026-05-16|SMB|Organic|North America,2026-05-16,SMB,Organic,North America,1049,2431,353,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|SMB|Organic|EMEA,2026-05-16,SMB,Organic,EMEA,681,1524,245,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|SMB|Organic|APAC,2026-05-16,SMB,Organic,APAC,583,1363,211,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|SMB|Paid Search|North America,2026-05-16,SMB,Paid Search,North America,870,1867,291,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|SMB|Paid Search|EMEA,2026-05-16,SMB,Paid Search,EMEA,552,1208,191,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|SMB|Paid Search|APAC,2026-05-16,SMB,Paid Search,APAC,478,1096,162,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|SMB|Partner|North America,2026-05-16,SMB,Partner,North America,527,1161,181,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|SMB|Partner|EMEA,2026-05-16,SMB,Partner,EMEA,379,813,135,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|SMB|Partner|APAC,2026-05-16,SMB,Partner,APAC,299,636,107,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Mid-Market|Organic|North America,2026-05-16,Mid-Market,Organic,North America,677,1571,231,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Mid-Market|Organic|EMEA,2026-05-16,Mid-Market,Organic,EMEA,471,1050,158,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Mid-Market|Organic|APAC,2026-05-16,Mid-Market,Organic,APAC,365,828,130,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Mid-Market|Paid Search|North America,2026-05-16,Mid-Market,Paid Search,North America,536,1274,182,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Mid-Market|Paid Search|EMEA,2026-05-16,Mid-Market,Paid Search,EMEA,395,849,142,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Mid-Market|Paid Search|APAC,2026-05-16,Mid-Market,Paid Search,APAC,312,724,109,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Mid-Market|Partner|North America,2026-05-16,Mid-Market,Partner,North America,363,828,131,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Mid-Market|Partner|EMEA,2026-05-16,Mid-Market,Partner,EMEA,246,574,83,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Mid-Market|Partner|APAC,2026-05-16,Mid-Market,Partner,APAC,209,475,73,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Enterprise|Organic|North America,2026-05-16,Enterprise,Organic,North America,297,670,131,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Enterprise|Organic|EMEA,2026-05-16,Enterprise,Organic,EMEA,238,545,109,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Enterprise|Organic|APAC,2026-05-16,Enterprise,Organic,APAC,185,403,88,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Enterprise|Paid Search|North America,2026-05-16,Enterprise,Paid Search,North America,277,660,130,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Enterprise|Paid Search|EMEA,2026-05-16,Enterprise,Paid Search,EMEA,190,453,86,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Enterprise|Paid Search|APAC,2026-05-16,Enterprise,Paid Search,APAC,157,374,75,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Enterprise|Partner|North America,2026-05-16,Enterprise,Partner,North America,181,401,82,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Enterprise|Partner|EMEA,2026-05-16,Enterprise,Partner,EMEA,133,286,59,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-16|Enterprise|Partner|APAC,2026-05-16,Enterprise,Partner,APAC,104,224,50,2026-05-17 12:00:00,Synthetic product + billing events
2026-05-17|SMB|Organic|North America,2026-05-17,SMB,Organic,North America,1050,2260,378,2026-05-18 12:00:00,Synthetic product + billing events
2026-05-17|SMB|Organic|EMEA,2026-05-17,SMB,Organic,EMEA,676,1508,229,2026-05-18 12:00:00,Synthetic product + billing events
2026-05-17|SMB|Organic|APAC,2026-05-17,SMB,Organic,APAC,607,1306,217,2026-05-18 12:00:00,Synthetic product + billing events
2026-05-17|SMB|Paid Search|North America,2026-05-17,SMB,Paid Search,North America,862,2053,301,2026-05-18 12:00:00,Synthetic product + billing events
2026-05-17|SMB|Paid Search|EMEA,2026-05-17,SMB,Paid Search,EMEA,604,1421,216,2026-05-18 12:00:00,Synthetic product + billing events
2026-05-17|SMB|Paid Search|APAC,2026-05-17,SMB,Paid Search,APAC,496,1123,180,2026-05-18 12:00:00,Synthetic product + billing events
2026-05-17|SMB|Partner|North America,2026-05-17,SMB,Partner,North America,590,1316,214,2026-05-18 12:00:00,Synthetic product + billing events
2026-05-17|SMB|Partner|EMEA,2026-05-17,SMB,Partner,EMEA,403,931,139,2026-05-18 12:00:00,Synthetic product + billing events
2026-05-17|SMB|Partner|APAC,2026-05-17,SMB,Partner,APAC,303,649,105,2026-05-18 12:00:00,Synthetic product + billing events
2026-05-17|Mid-Market|Organic|North America,2026-05-17,Mid-Market,Organic,North America,644,1402,222,2026-05-18 12:00:00,Synthetic product + billing events
2026-05-17|Mid-Market|Organic|EMEA,2026-05-17,Mid-Market,Organic,EMEA,439,977,155,2026-05-18 12:00:00,Synthetic product + billing events
